,Value
2024-04-18,267593.47744154854
2024-04-19,255914.34768427303
2024-04-22,258229.57352835484
2024-04-23,264306.6737344755
2024-04-24,263243.4488015979
2024-04-25,262655.7649177717
2024-04-26,267675.9227955827
2024-04-29,268303.1342193942
2024-04-30,263436.52176150144
2024-05-01,257345.52265952673
2024-05-02,260611.14659036126
2024-05-03,265440.31176850817
2024-05-06,272710.19074922026
2024-05-07,271050.94865243905
2024-05-08,272872.8398421784
2024-05-09,275060.2607646664
2024-05-10,275761.2837313047
2024-05-13,273798.0757495396
2024-05-14,277887.70055533317
2024-05-15,288185.12827126135
2024-05-16,283113.77412828745
2024-05-17,281031.44384332263
2024-05-20,283710.1692614598
2024-05-21,285259.0411267175
2024-05-22,282342.8410476776
2024-05-23,284646.65973784117
2024-05-24,294085.7927065466
2024-05-27,294085.7990968605
2024-05-28,296643.8122019348
2024-05-29,292550.15488665976
2024-05-30,292193.6399218199
2024-05-31,287155.38393391354
2024-06-03,283251.3437707462
2024-06-04,280528.4531942138
2024-06-05,288039.68950256024
2024-06-06,281535.1248088227
2024-06-07,281544.9180714363
2024-06-10,286985.5122759358
2024-06-11,287562.68306356395
2024-06-12,290358.4444516815
2024-06-13,293275.0041266494
2024-06-14,291734.9405312141
2024-06-17,294558.29529366805
2024-06-18,298497.9343206255
2024-06-19,298497.9343206255
2024-06-20,296245.5486852495
2024-06-21,292459.5539876787
2024-06-24,289607.60060241504
2024-06-25,291961.78711822315
2024-06-26,287988.2324993877
2024-06-27,287040.07476165576
2024-06-28,284192.74411033967
2024-07-01,279769.4114071949
2024-07-02,280050.59097196144
2024-07-03,284420.9451517427
2024-07-04,284420.95275208086
2024-07-05,281940.9743000146
2024-07-08,285550.35770356405
2024-07-09,285862.8916132421
2024-07-10,288771.9518835411
2024-07-11,287228.31825125276
2024-07-12,288126.2050391795
2024-07-15,284748.924606986
2024-07-16,287143.3174774387
2024-07-17,274158.87625002494
2024-07-18,276130.10290838743
2024-07-19,274239.04035261174
2024-07-22,280608.60945061804
2024-07-23,282836.1285999283
2024-07-24,268977.24723749334
2024-07-25,268455.6520469682
2024-07-26,274782.79683236894
2024-07-29,275434.32953528524
2024-07-30,273939.69168403745
2024-07-31,282444.1852051082
2024-08-01,274265.76490335184
2024-08-02,266325.22300666355
2024-08-05,258924.03888897557
2024-08-06,264141.9366561232
2024-08-07,260836.95628613408
2024-08-08,270453.28543922585
2024-08-09,271334.4921698916
2024-08-12,273361.4454540062
2024-08-13,279020.1876617675
2024-08-14,281805.19329955406
2024-08-15,286756.0003693804
2024-08-16,287020.36440637254
2024-08-19,290843.5833422019
2024-08-20,289207.9577444958
2024-08-21,290606.98070102313
2024-08-22,289992.88850939163
2024-08-23,294723.9922352754
2024-08-26,291454.71197602584
2024-08-27,293365.2585394436
2024-08-28,292039.42197985033
2024-08-29,292855.647159612
2024-08-30,295022.31248143886
2024-09-02,295022.32890266774
2024-09-03,282477.43306760275
2024-09-04,282247.64342120744
2024-09-05,281097.3307436025
2024-09-06,275034.9074188212
2024-09-09,281571.8029016674
2024-09-10,282210.2813522977
2024-09-11,287026.4767886565
2024-09-12,289534.4088393229
2024-09-13,294771.2048162057
2024-09-16,293150.71123979107
2024-09-17,292210.86444375326
2024-09-18,292266.69020591624
2024-09-19,295353.9090321588
2024-09-20,295630.0713070026
2024-09-23,297980.8329943456
2024-09-24,299820.07660151215
2024-09-25,300724.76416463533
2024-09-26,300666.1690141296
2024-09-27,299399.76204240054
2024-09-30,299815.66193119687
2024-10-01,300046.4039546271
2024-10-02,301387.0027896038
2024-10-03,302673.87625287706
2024-10-04,306699.64313672716
2024-10-07,303356.75460218126
2024-10-08,305306.73367475206
2024-10-09,304855.0505540245
2024-10-10,303330.4600312584
2024-10-11,306735.4854295128
2024-10-14,309579.06281446153
2024-10-15,307198.3858582848
2024-10-16,311758.3855607384
2024-10-17,309662.76524518663
2024-10-18,310987.75165723497
2024-10-21,311371.41419385606
2024-10-22,305502.1148698204
2024-10-23,305744.21431897813
2024-10-24,303940.61650251085
2024-10-25,301150.5480821007
2024-10-28,303146.5471970909
2024-10-29,303365.8541886681
2024-10-30,302658.092546212
2024-10-31,294570.0913533507
2024-11-01,290048.3430205467
2024-11-04,289281.0166493404
2024-11-05,294874.0998549848
2024-11-06,302855.6814817846
2024-11-07,305682.93570119306
2024-11-08,312623.9063767474
2024-11-11,314712.9601697877
2024-11-12,312268.2180342755
2024-11-13,312681.392662477
2024-11-14,304709.07947523484
2024-11-15,304113.3019071459
2024-11-18,307326.17213292315
2024-11-19,310101.08361046447
2024-11-20,311955.03050328826
2024-11-21,317665.5955598129
2024-11-22,317628.71473127656
2024-11-25,314772.04481700103
2024-11-26,322712.29493869556
2024-11-27,319817.5755165926
2024-11-28,319817.8460615006
2024-11-29,322699.8974746089
2024-12-02,312011.0707127494
2024-12-03,315010.55097689043
2024-12-04,314454.8300182982
2024-12-05,313654.17731476197
2024-12-06,314192.8722598797
2024-12-09,299835.0581247466
2024-12-10,294899.51083786023
2024-12-11,296081.15453633654
2024-12-12,294305.9039311743
2024-12-13,292748.3954283188
2024-12-16,293416.90623555763
2024-12-17,288948.015855318
2024-12-18,278277.85401551815
2024-12-19,279349.69406973507
2024-12-20,286036.64160783554
2024-12-23,287779.31827772135
2024-12-24,290253.7757569258
2024-12-25,290253.7888066492
2024-12-26,290556.4090778927
2024-12-27,286602.3611418847
2024-12-30,284556.6923123155
2024-12-31,282847.65631079895
2025-01-01,282847.8598081829
2025-01-02,288547.2538018464
2025-01-03,298060.7540327602
2025-01-06,298653.99295484676
2025-01-07,292706.6580223337
2025-01-08,294530.60017974395
2025-01-09,294530.803847858
2025-01-10,292745.89755145996
2025-01-13,292167.8064919699
2025-01-14,298975.30667799775
2025-01-15,304455.3671342057
2025-01-16,309177.76761523634
2025-01-17,315461.0587039795
2025-01-20,315461.2625714596
2025-01-21,320078.36338668695
2025-01-22,320481.5139511793
2025-01-23,320570.2688532584
2025-01-24,318761.1558486656
2025-01-27,302495.75811306405
2025-01-28,309187.8838892556
2025-01-29,313014.6658371563
2025-01-30,319182.57921464375
2025-01-31,316100.0752201058
2025-02-03,318476.59899380786
2025-02-04,324039.20020008564
2025-02-05,327073.4771251879
2025-02-06,327635.5028396453
2025-02-07,326690.48356129933
2025-02-10,330252.88010222296
2025-02-11,324809.85798397264
2025-02-12,325151.5968729651
2025-02-13,331441.6698378234
2025-02-14,338526.87515788345
2025-02-17,338527.09259500727
2025-02-18,344072.76993953885
2025-02-19,335915.63539811695
2025-02-20,326124.1580316436
2025-02-21,311541.2578401994
2025-02-24,304389.8661954774
2025-02-25,297097.7219433071
2025-02-26,302288.983742674
2025-02-27,292941.888165848
2025-02-28,300472.7449518575
2025-03-03,296621.1993466212
2025-03-04,290250.8058132796
2025-03-05,291800.5971227955
2025-03-06,275398.11075687583
2025-03-07,278012.3056907116
2025-03-10,266984.8761599472
2025-03-11,271545.97040181345
2025-03-12,276643.12518427265
2025-03-13,269741.962014972
2025-03-14,280103.8584478539
2025-03-17,285860.1468937333
2025-03-18,280091.3755017217
2025-03-19,287568.0370372484
2025-03-20,288674.30310637964
2025-03-21,287248.6208183406
2025-03-24,298330.96470621484
2025-03-25,299242.57398585585
2025-03-26,293960.1058533111
2025-03-27,284500.02901662147
2025-03-28,281048.3650154777
2025-03-31,282055.64857178135
2025-04-01,283633.9993758936
2025-04-02,286370.8684849273
2025-04-03,274655.5127939495
2025-04-04,254061.30453960327
2025-04-07,254430.09912043778
2025-04-08,253742.6041109223
2025-04-09,259466.19029061636
2025-04-10,257565.0442178239
2025-04-11,258086.3735568612
2025-04-14,259450.56519168208
2025-04-15,260707.28454334114
2025-04-16,259054.32035442625
2025-04-17,259409.8879498618
2025-04-21,258050.86748954843
2025-04-22,259464.52512543704
2025-04-23,261020.45145711044
2025-04-24,262695.69722819445
2025-04-25,263097.84522767947
2025-04-28,263777.813800586
2025-04-29,264177.0863325232
2025-04-30,264757.9355835129
2025-05-01,264037.93342527596
2025-05-02,265316.93015627033
2025-05-05,265402.00671857304
2025-05-06,262145.38691324566
2025-05-07,263594.7456250867
2025-05-08,263079.7791507904
2025-05-09,261751.52905954112
2025-05-12,259221.7739221955
2025-05-13,259076.32281010353
2025-05-14,258411.41147756367
2025-05-15,263257.5966439567
2025-05-16,266367.85078702384
2025-05-19,268510.61319495423
2025-05-20,269017.082778885
2025-05-21,266004.27784109063
2025-05-22,265362.5571099823
2025-05-23,267500.4894713654
2025-05-26,267500.606255351
2025-05-27,269748.91044312716
2025-05-28,268690.2615165077
2025-05-29,269008.828981568
2025-05-30,272755.3881022754
2025-06-02,273978.55873529025
2025-06-03,273488.6130499543
2025-06-04,271348.05498877325
2025-06-05,270467.7399041509
2025-06-06,272362.6687230607
2025-06-09,270565.8157954803
2025-06-10,268561.6740593061
2025-06-11,270809.0280841531
2025-06-12,273363.7801622747
2025-06-13,273364.44190561166
2025-06-16,273324.99772731273
2025-06-17,272915.6429436947
2025-06-18,272594.41367040604
2025-06-19,272594.5168509606
2025-06-20,273090.3962166685
2025-06-23,275981.9265091544
2025-06-24,276879.1062512044
2025-06-25,274603.09886386106
2025-06-26,277105.5215613292
2025-06-27,276712.4834021093
2025-06-30,280308.05257224187
2025-07-01,274028.5967029952
2025-07-02,272050.8583623821
2025-07-03,275839.03042571957
2025-07-07,277728.12426497194
2025-07-08,274429.57150932343
2025-07-09,276291.51671291544
2025-07-10,274541.581877399
2025-07-11,273289.6694647831
2025-07-14,278044.0121677894
2025-07-15,275796.3918963637
2025-07-16,276839.07828094135
2025-07-17,278716.98588375095
2025-07-18,278967.9429861983
2025-07-21,278727.5418619988
2025-07-22,274288.0919288802
2025-07-23,277528.91915272706
2025-07-24,277542.45077582175
2025-07-25,280305.36622626806
2025-07-28,279085.38000831107
2025-07-29,277580.8606407834
2025-07-30,277772.77391729783
2025-07-31,277867.70408599876
2025-08-01,276743.83599135454
2025-08-04,282034.7654964636
2025-08-05,286036.87930846354
2025-08-06,285013.0681744284
2025-08-07,288631.59568231355
2025-08-08,290949.370524043
2025-08-11,290163.0896310427
2025-08-12,288729.4312239186
2025-08-13,285357.8062104199
2025-08-14,284752.8892006882
2025-08-15,282772.221477381
2025-08-18,284562.6395997976
2025-08-19,276778.9500903112
2025-08-20,277500.474173138
2025-08-21,277834.03668882744
2025-08-22,278244.53801274946
2025-08-25,278683.9399750469
2025-08-26,282134.40816791705
2025-08-27,281820.6431185548
2025-08-28,284229.98370559537
2025-08-29,280611.0475437887
2025-09-01,280611.23727062007
2025-09-02,280718.28827961744
2025-09-03,281586.40753336984
2025-09-04,284766.5961610315
2025-09-05,282134.3990501488
2025-09-08,286645.948917858
2025-09-09,291053.3643096951
2025-09-10,295004.14860183146
2025-09-11,295349.3567864453
2025-09-12,298181.76050813246
2025-09-15,299868.76568883273
2025-09-16,299187.0283371047
2025-09-17,299475.0895629627
2025-09-18,303486.5800828127
2025-09-19,306942.6299396881
2025-09-22,307131.7776772937
2025-09-23,309134.2270996493
2025-09-24,303915.21401608473
2025-09-25,303001.5558780808
2025-09-26,307162.00617227424
2025-09-29,309618.6163055292
2025-09-30,311995.80977225327
2025-10-01,314053.4440120705
2025-10-02,315693.46777180815
2025-10-03,312832.89536421373
2025-10-06,310246.0989816734
2025-10-07,310031.059314193
2025-10-08,314490.2994788412
2025-10-09,312274.16205832415
2025-10-10,298890.5601462121
2025-10-13,307179.4508424229
2025-10-14,305526.0617317988
2025-10-15,309142.3704190185
2025-10-16,308083.7108379468
2025-10-17,304905.3503150745
2025-10-20,305182.75328979705
2025-10-21,303716.4469685387
2025-10-22,300126.8077703702
2025-10-23,309463.890520124
2025-10-24,316759.06825704913
2025-10-27,320816.70584931294
2025-10-28,315322.6089228344
2025-10-29,324498.04285084683
2025-10-30,315561.46598448884
2025-10-31,317972.4323722903
2025-11-03,319858.1190747048
2025-11-04,308276.1016554707
2025-11-05,314958.8983668769
2025-11-06,306086.1474077789
2025-11-07,307907.9620142501
2025-11-10,316144.7656858124
2025-11-11,309405.5659907319
2025-11-12,308461.0897127638
2025-11-13,293309.24268992373
2025-11-14,293508.21001414536
2025-11-17,289103.89788873633
2025-11-18,287763.73314949375
2025-11-19,290845.832510898
2025-11-20,277724.0820355741
2025-11-21,276930.19752476376
2025-11-24,286910.5878148348
2025-11-25,288671.1081151405
2025-11-26,296393.8014745426
2025-11-27,296393.94898664125
2025-11-28,298274.15572727553
2025-12-01,294811.2702560221
2025-12-02,297204.01651912974
2025-12-03,298660.37363991025
2025-12-04,300977.3841047365
2025-12-05,304514.2521961959
2025-12-08,310770.87002518744
2025-12-09,312896.16771700763
2025-12-10,319528.52647817123
2025-12-11,319691.4498105727
2025-12-12,306607.19357168215
2025-12-15,305416.71840527025
2025-12-16,303404.6904173726
2025-12-17,294949.5661524245
2025-12-18,303705.7787955563
2025-12-19,312495.5720944816
2025-12-22,316361.9753193749
2025-12-23,317278.78703324206
2025-12-24,319747.48276641185
2025-12-25,319747.60239974555
2025-12-26,318973.56721123966
2025-12-29,318113.7311766642
2025-12-30,316426.7850681918
2025-12-31,312043.3981553429
2026-01-01,312043.54770881997
2026-01-02,327827.5578621351
2026-01-05,330438.18465463695
2026-01-06,353363.86279844056
2026-01-07,346754.17222862266
2026-01-08,336819.26053200866
2026-01-09,350781.4522687669
2026-01-12,359304.31272744393
2026-01-13,361590.0458131483
2026-01-14,359996.6791729013
2026-01-15,367380.39503288694
2026-01-16,371124.1829408375
2026-01-19,371124.3314900482
2026-01-20,373292.12722722907
2026-01-21,387132.06882296095
2026-01-22,387415.51096589124
2026-01-23,382681.63426858693
2026-01-26,386417.260182238
2026-01-27,402213.80204264756
2026-01-28,415282.23279217083
2026-01-29,417523.94236344314
2026-01-30,404406.86020173406
2026-02-02,418053.27133388567
2026-02-03,427242.37555882847
2026-02-04,400143.39867482486
2026-02-05,399851.6649349572
2026-02-06,421037.1405295638
2026-02-09,427839.8188134422
2026-02-10,417332.6846098194
2026-02-11,432601.5566042271
2026-02-12,430775.97876295896
2026-02-13,435676.8482729679
2026-02-16,435676.85546683066
2026-02-17,431287.9527686632
2026-02-18,437777.14295556507
2026-02-19,436933.840278864
2026-02-20,447207.26490190555
2026-02-23,445491.3436435375
2026-02-24,447910.8892593446
2026-02-25,457655.45876760705
2026-02-26,449153.9829964196
2026-02-27,445278.56177768816
2026-03-02,435916.42381500854
2026-03-03,412614.55988428043
2026-03-04,420744.9983204017
2026-03-05,406159.9321951839
2026-03-06,388744.28100675053
2026-03-09,408913.4938946205
2026-03-10,417532.6779422633
2026-03-11,421035.44457725727
2026-03-12,410577.8478881953
2026-03-13,414880.71878480684
2026-03-16,429079.61648263794
2026-03-17,439299.5728420406
2026-03-18,437421.8939428798
2026-03-19,444547.26282196003
2026-03-20,423551.02706305246
2026-03-23,428625.212896016
2026-03-24,437698.3497970168
2026-03-25,436372.92049078154
2026-03-26,406372.2786463819
2026-03-27,409039.2556135106
2026-03-30,388356.66084537236
2026-03-31,410099.812793209
2026-04-01,432677.5011361897
2026-04-02,439639.84881792957
2026-04-03,439639.9597350048
2026-04-06,440887.343054135
2026-04-07,447772.0663660359
2026-04-08,481468.7162090244
2026-04-09,490253.13963090855
2026-04-10,494550.3606452098
2026-04-13,500040.5767636032
2026-04-14,502621.72695284215
2026-04-15,492675.6067642287
2026-04-16,498167.42435435083
2026-04-17,506816.6582922415
2026-04-20,504187.0006231146
2026-04-21,500836.01799927023
2026-04-22,512390.8723946639
2026-04-23,514492.923043154
2026-04-24,526071.64194105
2026-04-27,523595.6397107601
2026-04-28,500416.58845044626
2026-04-29,505365.67492005933
2026-04-30,518022.5678516666
2026-05-01,528500.4692316058
2026-05-04,535881.6779114413
2026-05-05,561809.8828255
2026-05-06,580402.4690598417
2026-05-07,558919.53007455
2026-05-08,584606.3177769738
2026-05-11,618574.3208298334
2026-05-12,598874.8139371087
2026-05-13,609930.4111429896
2026-05-14,603222.2546136143
2026-05-15,579134.2787202816
2026-05-18,579134.3008748107
2026-05-19,547613.4735146143
2026-05-20,547613.4956753374
2026-05-21,588135.2274746185
2026-05-22,586184.2767246864
2026-05-25,586184.2985730228
2026-05-26,617546.3641103262
2026-05-27,616885.9906705815
