Date,Strategy,^TA125.TA
2025-06-23,216342.02794604542,157091.70191860027
2025-06-24,220174.05253257253,159211.41687517526
2025-06-25,229031.47900566805,162067.1367651899
2025-06-26,224800.64747676387,160981.39050156611
2025-06-27,225550.87849599143,160981.39050156611
2025-06-30,222746.92455098024,164799.72366026824
2025-07-01,222437.36052431993,164937.55334557014
2025-07-02,224278.25673909398,167861.90212453177
2025-07-03,225044.83161823603,168875.1890495929
2025-07-07,228108.83906035314,168477.50059835182
2025-07-08,224240.03570782172,167701.74144997756
2025-07-09,230272.00327076862,170484.45669436624
2025-07-10,233884.3632362828,170151.0479757377
2025-07-11,234303.33035594114,170151.0479757377
2025-07-14,225343.88892207496,166564.78952308904
2025-07-15,227336.41298743495,167584.62013291026
2025-07-16,227858.64546136395,166988.0808059625
2025-07-17,231451.65556702585,168290.6464780386
2025-07-18,231239.566675559,168290.6464780386
2025-07-21,234470.67096842715,169608.4541475436
2025-07-22,235905.94662593468,169642.22328495377
2025-07-23,241170.6698531023,171820.24619678914
2025-07-24,241472.87259392775,169781.68889144566
2025-07-25,241292.00661127595,169781.68889144566
2025-07-28,238910.97243406792,169480.97199627289
2025-07-29,239207.8661886636,169311.5544018142
2025-07-30,236448.34984258946,168298.8127838164
2025-07-31,226165.0923073107,168101.611129472
2025-08-01,225130.68897051548,168101.611129472
2025-08-04,220518.50741584983,166144.2247755323
2025-08-05,214315.36209879952,163705.26578380333
2025-08-06,213217.10026151137,162331.34468746354
2025-08-07,210949.71502080944,162644.0450378575
2025-08-08,211215.82751113444,162644.0450378575
2025-08-11,215485.46055031352,163231.3141447285
2025-08-12,211121.45631680248,160363.07879260162
2025-08-13,217177.36251701016,163929.71949114237
2025-08-14,223033.0489961849,165333.06056855785
2025-08-15,222890.55870566808,165333.06056855785
2025-08-18,224701.42213524217,166301.67221494208
2025-08-19,224093.40803819508,167384.13333601356
2025-08-20,220755.72238526508,165927.40536708
2025-08-21,224183.72185069637,167067.61583617626
2025-08-22,224475.90490838466,167067.61583617626
2025-08-25,229724.07089015652,169856.874765325
2025-08-26,232723.80212625628,170578.15640805452
2025-08-27,234226.82120777722,170851.6345504049
2025-08-28,234031.03242310433,170635.36044901595
2025-08-29,234305.77681136457,170635.36044901595
2025-09-01,226674.2191876299,168930.75716936434
2025-09-02,220459.526244805,166339.25850179562
2025-09-03,223192.92080268817,167734.43327343333
2025-09-04,229647.28931570932,169552.88602777218
2025-09-05,229352.97510814344,169552.88602777218
2025-09-08,230665.58305109505,171781.01068857333
2025-09-09,234642.12959107273,174695.55724056714
2025-09-10,231128.41979278394,174292.97432592828
2025-09-11,225878.8535803061,172429.84629291247
2025-09-12,225881.5626968109,172429.84629291247
2025-09-15,219449.62451120504,169494.04606562073
2025-09-16,219758.62315016455,169805.11049482465
2025-09-17,212294.31501325738,165996.04755619928
2025-09-18,213984.44123008137,167615.1174279404
2025-09-19,213912.74074318452,167615.1174279404
2025-09-22,214483.25908816434,167615.1174279404
2025-09-23,213561.28460499796,167615.1174279404
2025-09-24,214061.32414811297,167615.1174279404
2025-09-25,212740.38582474465,167347.63766328673
2025-09-26,212997.64382870786,167347.63766328673
2025-09-29,222841.95245656386,171703.11157954956
2025-09-30,228673.5746713825,177119.2609346949
2025-10-01,229399.0689627942,177119.2609346949
2025-10-02,228539.77996832205,177119.2609346949
2025-10-03,228411.65549950564,177119.2609346949
2025-10-06,229339.36696247934,177119.2609346949
2025-10-07,231443.58991080674,177119.2609346949
2025-10-08,233400.4296256374,177899.92784663924
2025-10-09,238697.47877811315,182713.0207904213
2025-10-10,239984.89582041395,182713.0207904213
2025-10-13,239230.81334761233,182713.0207904213
2025-10-14,238040.48877844412,182713.0207904213
2025-10-15,230194.2355917854,181294.4244154046
2025-10-16,229433.32564765317,179837.15113940768
2025-10-17,228616.16384269117,179837.15113940768
2025-10-20,225550.79663130987,178918.10923509815
2025-10-21,228883.90877921408,177172.11581932192
2025-10-22,228224.19158505445,177443.9580404823
2025-10-23,231685.00447973414,178665.33946098233
2025-10-24,231997.56931578444,178665.33946098233
2025-10-27,232335.74877170322,180476.7165236701
2025-10-28,232527.02183667943,178786.82323455633
2025-10-29,233891.52001520584,181545.01296126706
2025-10-30,240827.64903335602,182029.3254345453
2025-10-31,240557.5359695334,182029.3254345453
2025-11-03,247264.73677365264,184760.27640843362
2025-11-04,246842.81359488863,184396.37039477497
2025-11-05,253795.2846646862,185914.11955411336
2025-11-06,256718.82429700674,184784.25661904825
2025-11-07,255541.9537786973,184784.25661904825
2025-11-10,264520.3730927858,186635.40119684287
2025-11-11,263789.18422633986,187553.8844939168
2025-11-12,272038.97719213297,189904.05153552754
2025-11-13,274685.48071630794,190266.86693505952
2025-11-14,272733.29912503966,190266.86693505952
2025-11-17,278241.29025508737,190696.15659562967
2025-11-18,270542.48186165624,187078.29693365196
2025-11-19,270133.3746235923,187452.56378151404
2025-11-20,265472.25537003315,185381.32795288708
2025-11-21,267928.0430995716,185381.32795288708
2025-11-24,272304.39473742497,185963.1439891247
2025-11-25,264085.131741483,184785.34723317492
2025-11-26,261360.64568928964,186424.56686591503
2025-11-27,262927.8475246706,187467.2737720519
2025-11-28,263224.9996870166,187467.2737720519
2025-12-01,260350.89764934577,189575.55058046905
2025-12-02,268871.86187519983,192891.58943297504
2025-12-03,264210.86790665705,191422.87800882032
2025-12-04,267473.173729761,192757.57689711655
2025-12-05,266836.7861617535,192757.57689711655
2025-12-08,274868.1185657152,194783.0468329399
2025-12-09,273462.04411218845,195587.13534826323
2025-12-10,278142.9759722255,196813.4245323333
2025-12-11,277792.2546964538,198880.85651168917
2025-12-12,280167.317146288,198880.85651168917
2025-12-15,275761.1293820592,196639.6444813679
2025-12-16,278050.52276816283,197783.1267928442
2025-12-17,280813.4405945117,199323.2069414349
2025-12-18,283686.63483613805,200844.75995004436
2025-12-19,285565.3369003006,200844.75995004436
2025-12-22,291147.1732100095,202974.29043375945
2025-12-23,295280.3553312454,203226.5282009842
2025-12-24,297445.5381939884,203936.90370244696
2025-12-25,284557.8537759015,197724.83213775608
2025-12-26,285200.8824900054,197724.83213775608
2025-12-29,288352.27135603584,198958.2103136496
2025-12-30,290924.35756911966,201027.81022108652
2025-12-31,275047.1150167529,199253.47413818896
2026-01-01,281213.4817475554,203510.35387736576
2026-01-02,280359.91443316214,203510.35387736576
2026-01-05,288663.7197033208,206837.83087802958
2026-01-06,295324.58518125874,212102.54447163414
2026-01-07,289822.7678798799,212269.79413801176
2026-01-08,290169.32338781527,211451.5409392139
2026-01-09,293332.8026091963,212999.24208651908
2026-01-12,294953.6792791835,214040.845078357
2026-01-13,297312.3322592183,213333.18281203866
2026-01-14,302360.6794470518,216089.74991773162
2026-01-15,300405.7386695832,217444.06656013578
2026-01-16,301116.1967722283,218159.8951322319
2026-01-19,304825.3752192455,217389.58905449102
2026-01-20,304291.9960286746,215893.0802702783
2026-01-21,302481.88632613764,214853.65850669373
2026-01-22,311561.8105231123,217415.7371931867
2026-01-23,319615.6163444512,218559.21950466302
2026-01-26,324222.2081932215,219602.45841769094
2026-01-27,322434.03857566725,219479.88402999027
2026-01-28,320250.1067187282,217581.3509383743
2026-01-29,324315.20126552443,217119.91476141172
2026-01-30,325915.59743722057,217813.95765131887
2026-02-02,319964.5081492086,220237.66134544666
2026-02-03,334536.6713744931,223878.95591097567
2026-02-04,333902.51016349957,223551.53226987156
2026-02-05,322134.9926312205,219534.36153563502
2026-02-06,321603.2223335695,219623.7120929889
2026-02-09,334401.0686661807,223104.2740765558
2026-02-10,341218.80016438605,226869.7656508032
2026-02-11,340060.94732696755,225460.95820258203
2026-02-12,343564.50604797836,227161.75763296254
2026-02-13,346337.766256634,225956.17681712707
2026-02-16,349453.8714077651,227014.65772758392
2026-02-17,359652.0495106073,227210.25006108286
2026-02-18,369090.6405942066,229083.71232795753
2026-02-19,361978.6264945054,227476.09390454652
2026-02-20,359360.6014490249,229092.43724097093
2026-02-23,371255.0788127412,229199.2110240071
2026-02-24,357313.9029043226,224389.94852984065
2026-02-25,362846.98188267724,223666.4723586855
2026-02-26,364425.37547356426,221006.3448021698
2026-02-27,362210.134828027,222128.58673852045
2026-03-02,379324.86710192077,232368.72187854233
2026-03-03,384873.4704824179,232368.72187854233
2026-03-04,381071.2951892467,232638.3695712771
2026-03-05,395575.44628614985,236129.85099628306
2026-03-06,389365.6476131727,236004.00476620233
2026-03-09,369296.0469690902,229206.2867156582
2026-03-10,360922.8507096865,226526.54140503457
2026-03-11,371087.09793269867,226992.87204539494
2026-03-12,363349.879839012,223249.72476057213
2026-03-13,366426.1695825171,224484.72555748335
2026-03-16,379947.7387355171,224330.5499604536
2026-03-17,390616.3230098185,227822.03138545956
2026-03-18,400734.567591127,230538.27236881002
2026-03-19,407152.6118005397,230648.87660146182
2026-03-20,408590.62660459965,231291.14192069636
2026-03-23,401112.2090799573,230157.48843653244
2026-03-24,393924.4459909774,227336.09629116356
2026-03-25,392214.0145401322,229253.15652276075
2026-03-26,390703.1563059446,227238.5794280319
2026-03-27,370573.2956900975,219214.04018652663
2026-03-30,364650.28031778627,214879.8066453894
2026-03-31,356148.31446652324,218966.16487580858
2026-04-01,357167.67125112895,218966.16487580858
2026-04-02,359418.8194547749,218966.16487580858
2026-04-03,357665.68377008016,223930.69358113143
2026-04-06,359731.1574427528,226585.38136718603
2026-04-07,357939.1970929312,226585.38136718603
2026-04-08,358075.96516653337,226585.38136718603
2026-04-09,381925.9850315416,231988.4699531558
2026-04-10,395272.6747761751,236340.6853272109
2026-04-13,390066.65105985635,232926.02569727428
2026-04-14,387307.11540704884,236305.81227550178
2026-04-15,337462.78795539687,234985.2647705078
2026-04-16,396189.00234853546,234985.2647705078
