Date,Ticker,Shares,Price,Value,Weight
2025-11-02,HARL.TA,528,114.0,18496.25672320623,0.09183642494024921
2025-11-02,PHOE.TA,478,125.98814453125,18505.57770514248,0.09188270488060515
2025-11-02,CLIS.TA,330,182.0,18455.694756707966,0.09163502927152059
2025-11-02,MMHD.TA,186,323.1,18466.941483782488,0.0916908707978499
2025-11-02,POLI.TA,862,66.0921142578125,17506.606963391903,0.08692267956763583
2025-11-02,LUMI.TA,888,65.7501318359375,17941.331246738326,0.08908114463517339
2025-11-02,NXSN.TA,398,151.0,18467.371686457467,0.09169300681251823
2025-11-02,MGDL.TA,5074,11.87,18507.435847003246,0.09189193080713062
2025-11-02,ESLT.TA,38,1559.8934375,18214.76608639182,0.09043878572459348
2025-11-02,OPCE.TA,1003,59.44,18319.971958503793,0.09096114715815654
